,room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude,collected
182,2744294,8166549,Entire home/apt,,KITCHISSIPPI,9,4.5,6,3.0,2.0,119.0,5.0,45.403042,-75.745821,2016-05-16 23:27:13.424839
183,2752739,9694191,Entire home/apt,,RIDEAU-ROCKCLIFFE,7,5.0,7,4.0,,151.0,4.0,45.450969,-75.659317,2016-05-16 22:48:10.702875
184,2778277,14209146,Entire home/apt,,CAPITAL,25,4.5,5,1.0,1.0,75.0,,45.399801,-75.688384,2016-05-16 23:06:50.358772
185,2790013,14270665,Private room,,CAPITAL,3,4.5,2,1.0,1.0,56.0,1.0,45.384213,-75.673106,2016-05-16 23:27:53.798874
186,2797181,4912090,Entire home/apt,,RIDEAU-VANIER,90,4.0,7,2.0,1.0,84.0,,45.430039,-75.689131,2016-05-16 22:33:50.450539
187,2823173,11722130,Private room,,RIDEAU-VANIER,11,5.0,1,1.0,,36.0,2.0,45.440085,-75.666747,2016-05-16 23:34:23.999085
188,2847125,14560918,Private room,,CAPITAL,0,,2,1.0,1.0,71.0,1.0,45.405232,-75.670085,2016-05-16 22:49:41.648694
189,2856783,14604673,Entire home/apt,,CAPITAL,4,5.0,4,2.0,,118.0,2.0,45.401305,-75.687669,2016-05-16 23:50:16.564663
190,2863659,14636855,Entire home/apt,,CAPITAL,5,5.0,6,3.0,2.0,111.0,5.0,45.391493,-75.682423,2016-05-16 23:56:42.183433
191,2885882,14716135,Entire home/apt,,KITCHISSIPPI,12,4.5,2,1.0,1.0,60.0,2.0,45.407187,-75.721552,2016-05-17 00:09:19.242569
192,2933335,14977858,Entire home/apt,,SOMERSET,15,4.5,2,1.0,1.0,39.0,1.0,45.413469,-75.690453,2016-05-17 00:03:22.576487
193,2935424,2291577,Entire home/apt,,RIDEAU-VANIER,12,4.0,3,2.0,1.0,60.0,2.0,45.43937,-75.655077,2016-05-16 22:34:27.816712
194,2945731,10778431,Private room,,COLLEGE,1,,1,1.0,,26.0,2.0,45.346867,-75.769595,2016-05-16 22:59:37.501100
195,2949838,374659,Private room,,RIDEAU-VANIER,69,4.0,2,1.0,1.0,62.0,1.0,45.428829,-75.690106,2016-05-16 23:50:47.849621
196,2964572,15127670,Entire home/apt,,RIDEAU-ROCKCLIFFE,9,4.5,4,2.0,1.0,100.0,2.0,45.442508,-75.67558,2016-05-16 23:14:59.896775
197,3019863,8366354,Private room,,BEACON HILL-CYRVILLE,2,,2,1.0,1.0,44.0,1.0,45.435416,-75.621738,2016-05-17 00:12:09.194397
198,3036781,1380866,Private room,,SOMERSET,0,,2,1.0,1.0,39.0,1.0,45.412923,-75.704476,2016-05-16 23:03:20.212598
199,3049282,4803399,Entire home/apt,,WEST CARLETON-MARCH,12,4.5,4,1.0,1.0,66.0,1.0,45.357263,-76.063735,2016-05-16 22:50:46.968561
200,3069151,10616438,Private room,,WEST CARLETON-MARCH,0,,2,1.0,1.0,88.0,1.0,45.279545,-76.008158,2016-05-16 22:55:59.660733
201,3071408,15631579,Entire home/apt,,ALTA VISTA,10,4.5,3,1.0,1.0,70.0,2.0,45.403537,-75.660093,2016-05-16 23:24:15.414676
202,3075138,8399820,Private room,,RIDEAU-ROCKCLIFFE,3,4.5,2,1.0,,24.0,1.0,45.454159,-75.6513,2016-05-16 23:08:22.156828
203,3078270,14946720,Private room,,INNES,0,,2,1.0,1.0,60.0,1.0,45.453354,-75.541873,2016-05-16 23:33:33.180416
204,3131303,15901244,Private room,,RIDEAU-ROCKCLIFFE,6,5.0,2,1.0,,60.0,1.0,45.429653,-75.646833,2016-05-16 22:32:02.873514
205,3181555,14328325,Private room,,SOMERSET,4,3.5,1,1.0,1.0,20.0,5.0,45.420939,-75.710877,2016-05-16 23:00:17.208700
206,3191801,5349737,Entire home/apt,,RIDEAU-VANIER,62,5.0,4,1.0,1.0,111.0,,45.431059,-75.694162,2016-05-17 00:05:52.060756
207,3198819,16211392,Private room,,CAPITAL,0,,1,1.0,1.0,56.0,1.0,45.414504,-75.680729,2016-05-16 23:53:08.197330
208,3208210,14537807,Private room,,RIDEAU-VANIER,17,4.5,2,1.0,1.0,38.0,1.0,45.434377,-75.695529,2016-05-16 22:33:29.328760
209,3283098,6514039,Entire home/apt,,SOMERSET,8,4.5,3,1.0,1.0,72.0,14.0,45.419944,-75.687861,2016-05-16 23:24:12.461143
210,3315200,16106010,Shared room,,CAPITAL,37,4.5,2,1.0,1.0,25.0,1.0,45.374737,-75.676002,2016-05-16 23:08:33.905034
211,3354511,1343869,Private room,,RIVER,33,4.5,2,1.0,1.0,42.0,1.0,45.345961,-75.688398,2016-05-16 22:50:11.252564
212,3363112,12667377,Private room,,OSGOODE,0,,2,1.0,1.0,52.0,1.0,45.295516,-75.505799,2016-05-16 22:42:43.409827
213,3363242,12667377,Private room,,OSGOODE,0,,2,1.0,1.0,52.0,1.0,45.292914,-75.503773,2016-05-16 22:30:16.800824
214,3386761,17087582,Entire home/apt,,SOMERSET,3,4.5,4,1.0,1.0,67.0,1.0,45.406886,-75.69692,2016-05-16 23:26:20.598775
215,3415560,17221531,Private room,,RIVER,1,,4,1.0,2.0,60.0,1.0,45.362661,-75.709964,2016-05-16 22:49:36.056568
216,3424373,10099115,Entire home/apt,,KITCHISSIPPI,2,,2,1.0,1.0,68.0,4.0,45.40773,-75.731331,2016-05-16 22:41:40.910571
217,3439812,1767768,Entire home/apt,,GLOUCESTER-SOUTHGATE,5,3.0,4,2.0,2.0,103.0,1.0,45.366887,-75.618072,2016-05-16 23:53:49.788721
218,3474167,17486684,Shared room,,RIDEAU-VANIER,7,4.5,2,1.0,2.0,78.0,2.0,45.427595,-75.68511,2016-05-16 23:18:04.255234
219,3486744,17486684,Entire home/apt,,RIDEAU-VANIER,3,2.5,4,2.0,2.0,143.0,3.0,45.427167,-75.687273,2016-05-16 22:38:47.504467
220,3495584,17600037,Private room,,COLLEGE,1,,2,1.0,2.0,18.0,2.0,45.349269,-75.772816,2016-05-16 22:42:45.804782
221,3504954,17646723,Private room,,BAY,0,,2,1.0,1.0,60.0,1.0,45.372945,-75.780336,2016-05-16 23:07:18.416924
222,3541223,17825447,Entire home/apt,,KITCHISSIPPI,13,5.0,4,2.0,1.0,118.0,3.0,45.400089,-75.726241,2016-05-16 22:34:53.327858
223,3562417,17304359,Entire home/apt,,RIDEAU-VANIER,2,,6,3.0,2.0,140.0,7.0,45.431704,-75.695,2016-05-16 23:11:44.727210
224,3589785,1915465,Entire home/apt,,RIDEAU-VANIER,0,,3,1.0,1.0,60.0,2.0,45.430837,-75.691994,2016-05-16 23:31:39.005028
225,3595233,11184513,Entire home/apt,,RIDEAU-VANIER,126,4.5,4,1.0,1.0,62.0,1.0,45.440164,-75.670695,2016-05-16 23:37:11.920884
226,3604344,18161636,Private room,,GLOUCESTER-SOUTH NEPEAN,5,5.0,1,1.0,1.0,52.0,1.0,45.315989,-75.601423,2016-05-16 23:20:06.806603
227,3608191,18182529,Entire home/apt,,KITCHISSIPPI,1,,5,3.0,3.0,135.0,3.0,45.397643,-75.752655,2016-05-16 23:52:58.114747
228,3612270,18199475,Entire home/apt,,RIDEAU-VANIER,22,4.5,3,0.0,1.0,60.0,1.0,45.435024,-75.652849,2016-05-16 23:20:04.077288
229,3644884,5347408,Entire home/apt,,SOMERSET,31,4.5,2,1.0,1.0,71.0,3.0,45.41286,-75.705202,2016-05-17 00:01:16.251633
230,3666835,18595528,Entire home/apt,,SOMERSET,87,5.0,12,3.0,2.0,150.0,1.0,45.409072,-75.697362,2016-05-17 00:16:03.053071
231,3674781,4184940,Entire home/apt,,CAPITAL,0,,2,1.0,,69.0,2.0,45.392021,-75.692382,2016-05-16 23:16:30.754801
232,3719633,5229070,Private room,,COLLEGE,2,,1,1.0,,30.0,2.0,45.354432,-75.775452,2016-05-16 23:28:54.459066
233,3731858,19072600,Entire home/apt,,RIDEAU-ROCKCLIFFE,2,,2,1.0,1.0,65.0,1.0,45.442364,-75.677515,2016-05-17 00:17:00.177519
234,3756438,10778431,Entire home/apt,,KNOXDALE-MERIVALE,2,,8,4.0,,79.0,1.0,45.356253,-75.728373,2016-05-17 00:08:45.570563
235,3765828,19290752,Entire home/apt,,RIDEAU-VANIER,49,4.5,3,1.0,1.0,95.0,1.0,45.43287,-75.690532,2016-05-16 23:02:11.262554
236,3766395,10778431,Private room,,KNOXDALE-MERIVALE,1,,2,1.0,1.0,28.0,1.0,45.358324,-75.728508,2016-05-16 23:13:06.039551
237,3792941,13734262,Private room,,ORLEANS,2,,3,1.0,1.0,77.0,1.0,45.480788,-75.477677,2016-05-16 23:57:59.662677
238,3818291,10827157,Private room,,COLLEGE,0,,1,1.0,1.0,28.0,1.0,45.362771,-75.753733,2016-05-16 23:05:20.407669
239,3824941,1249531,Entire home/apt,,RIDEAU-VANIER,111,5.0,2,0.0,1.0,65.0,,45.428971,-75.691784,2016-05-16 23:56:54.081935
240,3846880,10764678,Private room,,RIVER,2,,2,1.0,1.0,32.0,1.0,45.350148,-75.675351,2016-05-16 23:26:47.385258
241,3847005,1970954,Entire home/apt,,SOMERSET,17,5.0,4,2.0,1.0,107.0,1.0,45.409016,-75.696708,2016-05-16 22:56:57.174629
242,3850283,5689421,Entire home/apt,,SOMERSET,57,5.0,2,1.0,1.0,87.0,2.0,45.412531,-75.683877,2016-05-17 00:01:19.144473
243,3866200,18939230,Private room,,KNOXDALE-MERIVALE,0,,2,1.0,1.0,100.0,1.0,45.33174,-75.766152,2016-05-17 00:06:39.558430
244,3867151,5534079,Private room,,INNES,12,5.0,2,1.0,1.0,41.0,1.0,45.464499,-75.534468,2016-05-16 22:40:00.155371
245,3873526,20010638,Private room,,RIDEAU-VANIER,0,,2,1.0,1.0,121.0,2.0,45.426092,-75.683246,2016-05-16 23:24:55.242885
246,3929195,20355739,Entire home/apt,,RIDEAU-VANIER,4,4.5,5,3.0,,147.0,7.0,45.43115,-75.69699,2016-05-17 00:03:13.682678
247,3953106,9510301,Entire home/apt,,RIDEAU-VANIER,120,5.0,5,2.0,2.0,107.0,2.0,45.431772,-75.69454,2016-05-16 23:07:32.505538
248,3953284,20490825,Entire home/apt,,SOMERSET,19,5.0,2,1.0,1.0,96.0,2.0,45.419092,-75.690564,2016-05-16 23:22:19.274137
249,3953385,20491441,Private room,,CUMBERLAND,0,,1,1.0,2.0,60.0,3.0,45.447642,-75.475514,2016-05-16 23:01:04.489901
250,3960112,19494928,Private room,,OSGOODE,3,4.0,2,1.0,,79.0,2.0,45.232741,-75.632223,2016-05-16 23:03:37.372716
251,3979459,17307874,Private room,,RIVER,5,5.0,2,1.0,,47.0,1.0,45.36999,-75.702303,2016-05-16 23:24:06.754575
252,3990519,2018871,Entire home/apt,,SOMERSET,14,4.5,8,3.0,2.0,224.0,4.0,45.413708,-75.685573,2016-05-16 22:51:44.847793
253,4012341,20803048,Private room,,RIDEAU-VANIER,47,5.0,2,1.0,1.0,88.0,2.0,45.433072,-75.694564,2016-05-17 00:22:31.702644
254,4022631,6509279,Entire home/apt,,SOMERSET,9,5.0,4,1.0,1.0,92.0,2.0,45.417728,-75.696802,2016-05-16 23:16:39.514742
255,4028573,12195340,Entire home/apt,,SOMERSET,26,5.0,3,0.0,1.0,79.0,2.0,45.4164,-75.691593,2016-05-16 23:01:51.264866
256,4032115,6528897,Private room,,SOMERSET,6,5.0,1,1.0,1.0,70.0,1.0,45.414981,-75.700735,2016-05-16 22:44:10.020614
257,4045874,1970954,Private room,,SOMERSET,7,5.0,2,1.0,1.0,52.0,1.0,45.410567,-75.696527,2016-05-16 23:02:32.492605
258,4052228,21011582,Private room,,CUMBERLAND,11,4.5,3,1.0,2.0,60.0,1.0,45.346472,-75.445412,2016-05-16 23:22:26.046738
259,4057084,20803048,Private room,,RIDEAU-VANIER,62,5.0,2,1.0,1.0,79.0,2.0,45.43069,-75.696622,2016-05-16 23:25:30.500689
260,4084973,21187853,Entire home/apt,,GLOUCESTER-SOUTHGATE,16,5.0,2,1.0,,79.0,2.0,45.374924,-75.647961,2016-05-16 23:24:04.530627
261,4088960,18416826,Entire home/apt,,SOMERSET,36,4.5,2,1.0,1.0,91.0,2.0,45.418066,-75.702945,2016-05-17 00:16:12.682318
262,4092486,21226547,Entire home/apt,,CUMBERLAND,16,4.5,5,3.0,1.0,84.0,1.0,45.423984,-75.47357,2016-05-16 23:48:25.454948
263,4093625,1023659,Private room,,CUMBERLAND,30,5.0,2,1.0,1.0,36.0,1.0,45.457093,-75.475899,2016-05-16 23:31:17.792974
264,4121750,5406947,Private room,,ORLEANS,0,,2,1.0,1.0,64.0,1.0,45.490926,-75.472357,2016-05-16 22:35:01.193088
265,4150549,17120665,Private room,,ALTA VISTA,0,,2,1.0,2.0,72.0,1.0,45.387052,-75.642845,2016-05-16 23:54:47.467424
266,4154749,21558659,Private room,,RIDEAU-VANIER,1,,2,1.0,2.0,40.0,2.0,45.431367,-75.657016,2016-05-16 22:42:56.420541
267,4161555,20260391,Entire home/apt,,SOMERSET,111,5.0,6,2.0,,80.0,2.0,45.407694,-75.711501,2016-05-16 22:48:01.492985
268,4173136,1959431,Private room,,BEACON HILL-CYRVILLE,2,,1,1.0,2.0,32.0,1.0,45.43885,-75.619851,2016-05-16 23:59:07.174845
269,4180542,14759335,Entire home/apt,,SOMERSET,61,4.5,2,1.0,1.0,73.0,2.0,45.415699,-75.688717,2016-05-17 00:23:13.621345
270,4183188,21702498,Entire home/apt,,RIDEAU-VANIER,4,5.0,2,1.0,1.0,39.0,10.0,45.440948,-75.669883,2016-05-16 22:42:03.880707
271,4183253,19290752,Entire home/apt,,RIDEAU-VANIER,47,5.0,4,2.0,1.0,135.0,1.0,45.433417,-75.690106,2016-05-16 22:40:09.174489
272,4190462,20397286,Private room,,SOMERSET,66,4.5,3,1.0,1.0,52.0,1.0,45.415628,-75.698632,2016-05-16 23:16:33.862975
273,4197738,21777165,Private room,,KNOXDALE-MERIVALE,11,5.0,2,1.0,,46.0,1.0,45.350367,-75.707561,2016-05-16 22:37:18.096470
274,4202145,21800852,Private room,,BARRHAVEN,0,,2,1.0,,39.0,1.0,45.294808,-75.737166,2016-05-16 23:02:50.816622
275,4216799,19638252,Private room,,RIDEAU-VANIER,9,4.5,2,1.0,1.0,65.0,2.0,45.427311,-75.68895,2016-05-16 23:38:04.680851
276,4218314,21893859,Entire home/apt,,RIDEAU-VANIER,0,,2,1.0,1.0,55.0,21.0,45.433784,-75.676871,2016-05-16 23:01:23.454806
277,4219464,13734262,Private room,,ORLEANS,14,5.0,2,1.0,,69.0,1.0,45.480421,-75.478876,2016-05-16 23:03:23.170629
278,4222169,13734262,Shared room,,ORLEANS,18,5.0,2,1.0,,62.0,1.0,45.481855,-75.477519,2016-05-16 23:37:31.016721
279,4235211,21797392,Private room,,ORLEANS,8,5.0,2,1.0,,36.0,1.0,45.482041,-75.471756,2016-05-16 22:34:21.168146
280,4255361,22082931,Entire home/apt,,SOMERSET,22,4.5,2,0.0,1.0,64.0,1.0,45.417119,-75.693383,2016-05-17 00:16:15.350211
281,4267144,22152033,Private room,,RIVER,0,,2,1.0,1.0,63.0,1.0,45.349866,-75.663942,2016-05-16 22:41:15.356528
282,4271146,22175616,Entire home/apt,,KITCHISSIPPI,21,5.0,2,1.0,1.0,70.0,1.0,45.401237,-75.732191,2016-05-16 22:50:44.360730
283,4274334,10894045,Entire home/apt,,RIDEAU-VANIER,79,5.0,4,2.0,2.0,111.0,2.0,45.426555,-75.689703,2016-05-16 23:16:25.521006
284,4276893,1558630,Entire home/apt,,KANATA NORTH,1,,4,2.0,,64.0,7.0,45.332136,-75.910437,2016-05-17 00:06:55.368449
285,4288148,2652826,Private room,,ALTA VISTA,12,5.0,2,1.0,,52.0,1.0,45.382932,-75.640623,2016-05-17 00:22:59.796723
286,4289418,10205562,Private room,,RIVER,8,4.5,2,1.0,,54.0,1.0,45.368912,-75.686944,2016-05-16 23:30:31.799077
287,4295448,22152033,Private room,,RIVER,0,,2,1.0,1.0,63.0,1.0,45.350383,-75.664716,2016-05-16 22:42:38.342975
288,4301687,22328788,Private room,,KITCHISSIPPI,1,,2,1.0,2.0,79.0,1.0,45.382209,-75.760896,2016-05-16 23:10:29.734925
289,4305495,4328596,Private room,,RIDEAU-VANIER,15,5.0,1,1.0,1.0,52.0,1.0,45.433962,-75.689431,2016-05-16 22:48:40.092418
290,4317262,20723313,Private room,,KITCHISSIPPI,21,5.0,2,1.0,1.0,60.0,1.0,45.391435,-75.757788,2016-05-16 22:39:48.947217
291,4317535,22414920,Private room,,COLLEGE,11,4.5,2,1.0,1.0,48.0,1.0,45.32011,-75.823319,2016-05-16 23:06:38.727441
292,4323346,1023659,Private room,,CUMBERLAND,42,5.0,2,1.0,1.0,28.0,1.0,45.45724,-75.474198,2016-05-17 00:04:15.806978
293,4340715,578325,Private room,,KANATA NORTH,2,,2,1.0,1.0,33.0,2.0,45.316385,-75.91749,2016-05-16 23:52:33.590794
294,4348376,22572086,Entire home/apt,,COLLEGE,5,4.5,2,1.0,1.0,72.0,2.0,45.316886,-75.845768,2016-05-17 00:08:24.198945
295,4364594,11255608,Private room,,SOMERSET,76,5.0,2,1.0,2.0,41.0,1.0,45.409679,-75.712224,2016-05-17 00:04:07.920466
296,4379429,9095685,Entire home/apt,,RIDEAU-VANIER,45,4.5,6,1.0,1.0,64.0,,45.428325,-75.68777,2016-05-16 22:31:25.912524
297,4387533,22778509,Entire home/apt,,RIDEAU-GOULBOURN,1,,8,4.0,,477.0,1.0,45.129898,-75.679438,2016-05-16 23:08:44.951051
298,4407893,15819928,Entire home/apt,,KITCHISSIPPI,37,4.5,2,0.0,1.0,63.0,,45.390622,-75.750975,2016-05-16 22:46:53.818692
299,4408566,21787934,Entire home/apt,,KANATA NORTH,8,4.5,6,2.0,,80.0,2.0,45.318791,-75.919405,2016-05-16 22:39:04.496574
300,4408648,22884256,Entire home/apt,,BAY,28,4.5,4,1.0,1.0,46.0,1.0,45.35737,-75.776085,2016-05-16 22:58:31.880507
301,4412233,22902857,Private room,,INNES,3,5.0,2,1.0,,39.0,,45.431286,-75.570774,2016-05-16 23:08:08.616389
302,4423749,12073502,Entire home/apt,,KITCHISSIPPI,13,5.0,4,2.0,,82.0,5.0,45.397158,-75.746336,2016-05-16 22:42:19.974683
303,4447113,23078715,Private room,,RIVER,0,,2,1.0,,40.0,1.0,45.364577,-75.740722,2016-05-16 22:43:38.462483
304,4452965,22981518,Entire home/apt,,RIDEAU-VANIER,27,5.0,4,2.0,2.0,95.0,2.0,45.427813,-75.691518,2016-05-16 23:39:53.762802
305,4464947,23151054,Entire home/apt,,ALTA VISTA,0,,4,2.0,1.0,69.0,14.0,45.380392,-75.65661,2016-05-17 00:06:57.920921
306,4468664,23184865,Entire home/apt,,SOMERSET,11,5.0,2,2.0,1.0,103.0,3.0,45.405785,-75.709405,2016-05-16 22:55:09.572515
307,4493082,23306081,Entire home/apt,,WEST CARLETON-MARCH,7,4.5,12,3.0,,510.0,2.0,45.476756,-76.068263,2016-05-16 22:44:52.902563
308,4493599,23269052,Entire home/apt,,RIDEAU-VANIER,1,,2,1.0,1.0,60.0,5.0,45.434102,-75.689868,2016-05-16 23:21:50.142920
309,4503148,21610740,Private room,,CAPITAL,1,,2,1.0,1.0,56.0,7.0,45.413853,-75.681881,2016-05-16 23:34:20.470135
310,4525926,23462378,Private room,,BEACON HILL-CYRVILLE,2,,1,1.0,1.0,21.0,1.0,45.438954,-75.604409,2016-05-16 23:20:24.201208
311,4529214,21137865,Entire home/apt,,RIDEAU-VANIER,1,,2,1.0,1.0,76.0,7.0,45.43761,-75.67824,2016-05-16 22:43:53.424584
312,4536937,23524065,Entire home/apt,,RIDEAU-ROCKCLIFFE,14,5.0,5,3.0,3.0,119.0,2.0,45.423526,-75.659912,2016-05-16 22:47:38.014574
313,4549060,4157509,Entire home/apt,,CAPITAL,24,4.5,5,2.0,1.0,88.0,1.0,45.410425,-75.68451,2016-05-16 23:51:29.189155
314,4567073,23673785,Private room,,CAPITAL,17,4.5,2,1.0,1.0,42.0,1.0,45.413218,-75.678807,2016-05-16 23:05:34.924519
315,4573072,23704415,Entire home/apt,,KANATA SOUTH,25,4.5,5,2.0,,79.0,1.0,45.308549,-75.900554,2016-05-16 22:52:22.728554
316,4573078,23455187,Entire home/apt,,WEST CARLETON-MARCH,0,,4,3.0,3.0,119.0,7.0,45.347343,-76.147574,2016-05-16 22:57:14.702611
317,4586034,23772420,Private room,,KNOXDALE-MERIVALE,35,4.5,2,1.0,2.0,45.0,1.0,45.354125,-75.720016,2016-05-17 00:11:12.050326
318,4589368,23790114,Entire home/apt,,KNOXDALE-MERIVALE,2,,6,2.0,,123.0,3.0,45.346298,-75.709249,2016-05-17 00:10:50.886337
319,4591673,23801493,Entire home/apt,,RIVER,0,,4,3.0,2.0,92.0,15.0,45.379947,-75.721225,2016-05-17 00:13:39.592371
320,4595351,20510694,Private room,,CAPITAL,18,4.0,2,1.0,1.0,38.0,1.0,45.405618,-75.69535,2016-05-16 23:57:42.992828
321,4603217,23151054,Entire home/apt,,SOMERSET,2,,3,1.0,1.0,69.0,14.0,45.410262,-75.697242,2016-05-16 23:52:36.250899
322,4632226,23112631,Private room,,RIDEAU-VANIER,1,,1,1.0,1.0,47.0,3.0,45.430058,-75.689901,2016-05-16 22:43:30.322731
323,4641568,20366534,Entire home/apt,,CAPITAL,0,,2,2.0,1.0,80.0,7.0,45.402445,-75.682751,2016-05-16 22:57:17.480502
324,4647736,18716088,Private room,,INNES,0,,2,1.0,,39.0,1.0,45.42795,-75.569253,2016-05-16 23:20:12.176967
325,4660160,23164202,Private room,,KITCHISSIPPI,45,5.0,2,1.0,1.0,52.0,2.0,45.399629,-75.73083,2016-05-16 23:29:09.731136
326,4662463,19951066,Private room,,RIDEAU-VANIER,21,4.5,2,1.0,1.0,36.0,2.0,45.42456,-75.679179,2016-05-16 22:50:08.600964
327,4662847,19951066,Private room,,RIDEAU-VANIER,8,4.5,2,1.0,1.0,28.0,2.0,45.422921,-75.678675,2016-05-16 23:45:57.088772
328,4680900,2652826,Private room,,ALTA VISTA,2,,1,1.0,1.0,52.0,1.0,45.381373,-75.642214,2016-05-16 22:46:51.692716
329,4706926,24328926,Private room,,ALTA VISTA,7,5.0,2,1.0,1.0,68.0,1.0,45.386161,-75.657651,2016-05-16 23:31:52.728743
330,4708100,2618842,Private room,,RIDEAU-VANIER,3,5.0,2,1.0,1.0,40.0,1.0,45.439486,-75.671456,2016-05-17 00:16:32.842377
331,4747132,24501416,Entire home/apt,,KITCHISSIPPI,3,4.5,7,4.0,,231.0,5.0,45.390251,-75.752937,2016-05-16 23:59:05.148444
332,4757267,15127670,Private room,,RIDEAU-ROCKCLIFFE,2,,2,1.0,1.0,44.0,3.0,45.442841,-75.676063,2016-05-16 23:03:11.801177
333,4757549,11105198,Entire home/apt,,CAPITAL,12,5.0,2,1.0,1.0,76.0,2.0,45.397047,-75.684891,2016-05-16 23:48:51.436892
334,4766090,22964923,Private room,,ALTA VISTA,13,5.0,1,1.0,1.0,55.0,1.0,45.40148,-75.655061,2016-05-17 00:23:25.051073
335,4777127,23772420,Private room,,KNOXDALE-MERIVALE,15,4.5,2,1.0,2.0,46.0,1.0,45.352687,-75.719931,2016-05-16 23:39:25.013004
336,4777245,23772420,Private room,,KNOXDALE-MERIVALE,11,5.0,2,1.0,2.0,47.0,1.0,45.353257,-75.718798,2016-05-16 23:10:49.654733
337,4804037,14995092,Entire home/apt,,SOMERSET,1,,8,3.0,,119.0,7.0,45.414533,-75.692759,2016-05-16 23:17:40.316784
338,4824649,5215448,Entire home/apt,,BEACON HILL-CYRVILLE,7,4.5,4,2.0,,119.0,3.0,45.432031,-75.61434,2016-05-16 23:59:15.671539
339,4837937,24899810,Entire home/apt,,RIVER,39,5.0,16,5.0,5.0,394.0,1.0,45.370869,-75.708981,2016-05-16 23:34:10.730672
340,4854125,22902857,Private room,,INNES,1,,2,1.0,,27.0,3.0,45.43057,-75.571561,2016-05-16 22:37:56.814756
341,4870868,23392516,Entire home/apt,,RIDEAU-VANIER,17,5.0,2,1.0,1.0,68.0,5.0,45.430411,-75.687592,2016-05-16 23:41:00.681865
342,4871158,25057916,Entire home/apt,,KITCHISSIPPI,30,5.0,3,1.0,1.0,68.0,2.0,45.399826,-75.74141,2016-05-16 23:28:38.953591
343,4887558,4000794,Entire home/apt,,RIDEAU-VANIER,7,4.5,2,1.0,1.0,76.0,1.0,45.431492,-75.693017,2016-05-16 22:51:55.400544
344,4890607,4912090,Entire home/apt,,RIDEAU-VANIER,62,4.0,7,1.0,2.0,75.0,2.0,45.428552,-75.684552,2016-05-16 22:39:13.369225
345,4902410,25236063,Private room,,ALTA VISTA,7,4.5,2,1.0,1.0,37.0,1.0,45.389237,-75.676619,2016-05-16 23:56:28.185198
346,4909853,6874241,Private room,,COLLEGE,38,4.5,2,1.0,1.0,27.0,1.0,45.36221,-75.753654,2016-05-16 22:43:07.618495
347,4923740,12721421,Private room,,RIVER,11,5.0,2,1.0,,40.0,1.0,45.373384,-75.733647,2016-05-16 22:52:55.881178
348,4936690,25434716,Entire home/apt,,OSGOODE,0,,4,2.0,1.0,119.0,2.0,45.11657,-75.574834,2016-05-16 23:25:24.897577
349,4939510,16606153,Entire home/apt,,CAPITAL,33,5.0,6,3.0,,147.0,2.0,45.401635,-75.676403,2016-05-16 23:20:26.922872
350,4940548,25461090,Private room,,RIDEAU-VANIER,32,4.5,1,1.0,1.0,66.0,1.0,45.427417,-75.674612,2016-05-16 23:50:19.264682
351,4966995,24693663,Private room,,RIVER,0,,2,1.0,1.0,15.0,1.0,45.370262,-75.700851,2016-05-16 22:51:20.836988
352,4978216,25315108,Private room,,BEACON HILL-CYRVILLE,4,4.0,2,1.0,,40.0,1.0,45.461668,-75.598172,2016-05-16 23:20:15.127157
353,4987520,16606153,Private room,,CAPITAL,2,,2,1.0,,60.0,2.0,45.402944,-75.676891,2016-05-16 22:57:39.908675
354,4987982,25715193,Private room,,RIDEAU-VANIER,45,4.5,2,1.0,1.0,68.0,2.0,45.430365,-75.695168,2016-05-16 22:30:10.896580
355,4994987,25752772,Entire home/apt,,BAY,3,4.0,8,3.0,2.0,132.0,3.0,45.366973,-75.772987,2016-05-16 22:47:56.121230
356,5002563,25797103,Entire home/apt,,KANATA SOUTH,35,5.0,5,2.0,,59.0,1.0,45.307212,-75.898938,2016-05-16 23:46:17.276767
357,5012690,3472786,Private room,,RIDEAU-VANIER,1,,2,1.0,2.0,31.0,1.0,45.425871,-75.685103,2016-05-16 23:20:57.178635
358,5021834,25911724,Private room,,RIDEAU-VANIER,1,,2,1.0,1.0,88.0,2.0,45.425455,-75.685033,2016-05-16 23:05:32.170845
359,5022284,25752772,Entire home/apt,,KITCHISSIPPI,4,4.0,4,1.0,1.0,96.0,3.0,45.399051,-75.71848,2016-05-16 23:02:48.180598
360,5022348,25752772,Entire home/apt,,KITCHISSIPPI,6,3.5,4,1.0,1.0,96.0,3.0,45.399063,-75.719169,2016-05-16 23:32:48.347598
361,5029607,25752772,Entire home/apt,,GLOUCESTER-SOUTHGATE,1,,4,1.0,1.0,96.0,3.0,45.384311,-75.627266,2016-05-16 23:48:31.124679
362,5029719,25752772,Entire home/apt,,BAY,1,,4,1.0,1.0,96.0,3.0,45.373283,-75.772783,2016-05-17 00:12:32.085523
363,5029834,25752772,Entire home/apt,,RIDEAU-VANIER,8,4.0,4,1.0,1.0,108.0,3.0,45.427727,-75.680893,2016-05-16 23:06:35.756904
364,5029907,25752772,Entire home/apt,,RIDEAU-VANIER,1,,3,3.0,1.0,132.0,3.0,45.426244,-75.679841,2016-05-16 22:29:58.924782
